Iso3_code,Year,population
MHL,1999,50202
MHL,1998,49717
MHL,1997,49259
MHL,1996,48775
MHL,1995,48266
MHL,1994,47712
MHL,1993,47093
MHL,1992,46388
MHL,1991,45568
MHL,1990,44629
CUB,2023,11019931
CUB,2022,11059820
CUB,2021,11122168
CUB,2020,11176354
CUB,2019,11202846
CUB,2018,11227118
CUB,2017,11247829
CUB,2016,11265612
CUB,2015,11275065
CUB,2014,11285775
CUB,2013,11298167
CUB,2012,11303175
CUB,2011,11301571
CUB,2010,11297409
CUB,2009,11294719
CUB,2008,11291762
CUB,2007,11287272
CUB,2006,11278550
CUB,2005,11262554
CUB,2004,11238756
CUB,2003,11209383
CUB,2002,11177418
CUB,2001,11144132
CUB,2000,11109109
CUB,1999,11072230
CUB,1998,11034712
CUB,1997,10997934
CUB,1996,10962010
CUB,1995,10925362
CUB,1994,10886021
CUB,1993,10841031
CUB,1992,10785801
CUB,1991,10717640
CUB,1990,10631799
GRL,2023,56865
GRL,2022,56661
GRL,2021,56653
GRL,2020,56367
GRL,2019,56225
GRL,2018,56023
GRL,2017,56172
GRL,2016,56186
GRL,2015,56114
GRL,2014,56295
GRL,2013,56483
GRL,2012,56810
GRL,2011,56890
GRL,2010,56534
GRL,2009,56323
GRL,2008,56328
GRL,2007,56555
GRL,2006,56775
GRL,2005,56935
GRL,2004,56898
GRL,2003,56751
GRL,2002,56595
GRL,2001,56379
GRL,2000,56185
GRL,1999,56100
GRL,1998,56100
GRL,1997,56000
GRL,1996,55900
GRL,1995,55800
GRL,1994,55500
GRL,1993,55200
GRL,1992,55300
GRL,1991,55500
GRL,1990,55600
KHM,2023,17423880
KHM,2022,17201724
KHM,2021,16974305
KHM,2020,16725474
KHM,2019,16481304
KHM,2018,16274522
KHM,2017,16073372
KHM,2016,15852803
KHM,2015,15623251
KHM,2014,15396772
KHM,2013,15170208
KHM,2012,14945085
KHM,2011,14722584
KHM,2010,14500726
KHM,2009,14276810
KHM,2008,14053479
KHM,2007,13841770
KHM,2006,13639028
KHM,2005,13439202
KHM,2004,13244731
KHM,2003,13050968
KHM,2002,12855241
KHM,2001,12658484
KHM,2000,12462336
KHM,1999,12265731
KHM,1998,12058173
KHM,1997,11570982
KHM,1996,10801270
KHM,1995,10018497
KHM,1994,9239162
KHM,1993,8616381
KHM,1992,8113083
KHM,1991,7686850
KHM,1990,7374752
LUX,2023,666430
LUX,2022,653103
LUX,2021,640064
LUX,2020,630419
LUX,2019,620001
LUX,2018,607950
LUX,2017,596336
LUX,2016,582014
LUX,2015,569604
LUX,2014,556319
LUX,2013,543360
LUX,2012,530946
LUX,2011,518347
LUX,2010,506953
LUX,2009,497783
LUX,2008,488650
LUX,2007,479993
LUX,2006,472637
LUX,2005,465158
LUX,2004,458095
LUX,2003,451630
LUX,2002,446175
LUX,2001,441525
LUX,2000,436300
LUX,1999,430475
LUX,1998,424700
LUX,1997,419450
LUX,1996,414225
LUX,1995,408625
LUX,1994,402925
LUX,1993,397475
LUX,1992,392175
LUX,1991,387000
LUX,1990,381850
ZAF,2023,63212384
ZAF,2022,62378410
ZAF,2021,61502603
ZAF,2020,60562381
ZAF,2019,59587885
ZAF,2018,58613001
ZAF,2017,57635162
ZAF,2016,57259551
ZAF,2015,56723537
ZAF,2014,55594838
ZAF,2013,54678791
ZAF,2012,53782567
ZAF,2011,52995205
ZAF,2010,52344051
ZAF,2009,51728516
ZAF,2008,51114599
ZAF,2007,50528584
ZAF,2006,49998277
ZAF,2005,49490033
ZAF,2004,48991421
ZAF,2003,48500348
ZAF,2002,48019415
ZAF,2001,47566800
ZAF,2000,47159719
ZAF,1999,46730335
ZAF,1998,46223880
ZAF,1997,45666838
ZAF,1996,45123018
ZAF,1995,44541554
ZAF,1994,44004139
ZAF,1993,43297156
ZAF,1992,42443509
ZAF,1991,41687898
ZAF,1990,40746268
BHR,2023,1577059
BHR,2022,1524693
BHR,2021,1504365
BHR,2020,1472204
BHR,2019,1483756
BHR,2018,1503091
BHR,2017,1501116
BHR,2016,1423726
BHR,2015,1370322
BHR,2014,1314562
BHR,2013,1253191
BHR,2012,1208964
BHR,2011,1195020
BHR,2010,1228543
BHR,2009,1178415
BHR,2008,1103496
BHR,2007,1039295
BHR,2006,960424
BHR,2005,888822
BHR,2004,823741
BHR,2003,764517
BHR,2002,710553
BHR,2001,661316
BHR,2000,637582
BHR,1999,620989
BHR,1998,604842
BHR,1997,589115
BHR,1996,573792
BHR,1995,558879
BHR,1994,544366
BHR,1993,530225
BHR,1992,516458
BHR,1991,503052
BHR,1990,514797
CHN,2023,1410710000
CHN,2022,1412175000
CHN,2021,1412360000
CHN,2020,1411100000
CHN,2019,1407745000
CHN,2018,1402760000
CHN,2017,1396215000
CHN,2016,1387790000
CHN,2015,1379860000
CHN,2014,1371860000
CHN,2013,1363240000
CHN,2012,1354190000
CHN,2011,1345035000
CHN,2010,1337705000
CHN,2009,1331260000
CHN,2008,1324655000
CHN,2007,1317885000
CHN,2006,1311020000
CHN,2005,1303720000
CHN,2004,1296075000
CHN,2003,1288400000
CHN,2002,1280400000
CHN,2001,1271850000
CHN,2000,1262645000
CHN,1999,1252735000
CHN,1998,1241935000
CHN,1997,1230075000
CHN,1996,1217550000
CHN,1995,1204855000
CHN,1994,1191835000
CHN,1993,1178440000
CHN,1992,1164970000
CHN,1991,1150780000
CHN,1990,1135185000
NAM,2023,2963095
NAM,2022,2889662
NAM,2021,2810548
NAM,2020,2728762
NAM,2019,2650494
NAM,2018,2577327
NAM,2017,2506853
NAM,2016,2439213
NAM,2015,2374300
NAM,2014,2312139
NAM,2013,2252508
NAM,2012,2194654
NAM,2011,2146325
NAM,2010,2109811
NAM,2009,2077394
NAM,2008,2047056
NAM,2007,2018600
NAM,2006,1991888
NAM,2005,1966582
NAM,2004,1942082
NAM,2003,1917464
NAM,2002,1889970
NAM,2001,1857048
NAM,2000,1818647
NAM,1999,1776368
NAM,1998,1732745
NAM,1997,1689264
NAM,1996,1646103
NAM,1995,1602170
NAM,1994,1556304
NAM,1993,1508697
NAM,1992,1461322
NAM,1991,1415684
NAM,1990,1369303
PSE,2023,5165775
PSE,2022,5043612
PSE,2021,4922749
PSE,2020,4803269
PSE,2019,4685306
PSE,2018,4569087
PSE,2017,4454805
PSE,2016,4367088
PSE,2015,4270092
PSE,2014,4173398
PSE,2013,4076708
PSE,2012,3979998
PSE,2011,3882986
PSE,2010,3786161
PSE,2009,3689099
PSE,2008,3591977
PSE,2007,3494496
PSE,2006,3406334
PSE,2005,3320396
PSE,2004,3236626
PSE,2003,3154969
PSE,2002,3075373
PSE,2001,2997784
PSE,2000,2922153
PSE,1999,2848431
PSE,1998,2776568
PSE,1997,2706518
PSE,1996,2587997
PSE,1995,2474666
PSE,1994,2366298
PSE,1993,2262676
PSE,1992,2163591
PSE,1991,2068845
PSE,1990,1978248
SMR,2023,33860
SMR,2022,33755
SMR,2021,34252
SMR,2020,34770
SMR,2019,34663
SMR,2018,34522
SMR,2017,33825
SMR,2016,33101
SMR,2015,32897
SMR,2014,32655
SMR,2013,33041
SMR,2012,33469
SMR,2011,32620
SMR,2010,33270
SMR,2009,33066
SMR,2008,31662
SMR,2007,31211
SMR,2006,30184
SMR,2005,29836
SMR,2004,29457
SMR,2003,27843
SMR,2002,27491
SMR,2001,27143
SMR,2000,26799
SMR,1999,26459
SMR,1998,26125
SMR,1997,25800
SMR,1996,25482
SMR,1995,25158
SMR,1994,24823
SMR,1993,24472
SMR,1992,24125
SMR,1991,23797
SMR,1990,23475
TON,2023,104597
TON,2022,105042
TON,2021,105490
TON,2020,105704
TON,2019,105669
TON,2018,105567
TON,2017,105356
TON,2016,105524
TON,2015,106095
TON,2014,106609
TON,2013,107078
TON,2012,107460
TON,2011,107570
TON,2010,107400
TON,2009,107203
TON,2008,107020
TON,2007,106726
TON,2006,106253
TON,2005,105671
TON,2004,105071
TON,2003,104464
TON,2002,103874
TON,2001,103288
TON,2000,102677
TON,1999,102046
TON,1998,101388
TON,1997,100674
TON,1996,100275
TON,1995,100225
TON,1994,100166
TON,1993,100103
TON,1992,100022
TON,1991,99895
TON,1990,99700
TZA,2023,66617606
TZA,2022,64711821
TZA,2021,62830412
TZA,2020,60972798
TZA,2019,59174891
TZA,2018,57437145
TZA,2017,55652890
TZA,2016,53824013
TZA,2015,52020962
TZA,2014,50351512
TZA,2013,48824128
TZA,2012,47374260
TZA,2011,46029367
TZA,2010,44758488
TZA,2009,43633982
TZA,2008,42570728
TZA,2007,41435512
TZA,2006,40294902
TZA,2005,39182076
TZA,2004,38109668
TZA,2003,37089555
TZA,2002,36121304
TZA,2001,35198299
TZA,2000,34260139
TZA,1999,33300330
TZA,1998,32420458
TZA,1997,31578089
TZA,1996,30945762
TZA,1995,30383497
TZA,1994,29442356
TZA,1993,28332692
TZA,1992,27457588
TZA,1991,26780436
TZA,1990,26110207
UGA,2023,48656601
UGA,2022,47312719
UGA,2021,45910930
UGA,2020,44457152
UGA,2019,42999637
UGA,2018,41565831
UGA,2017,40177388
UGA,2016,38799152
UGA,2015,37531446
UGA,2014,36395539
UGA,2013,35337042
UGA,2012,34337438
UGA,2011,33354543
UGA,2010,32390802
UGA,2009,31451151
UGA,2008,30539553
UGA,2007,29653430
UGA,2006,28794003
UGA,2005,27963289
UGA,2004,27154515
UGA,2003,26352124
UGA,2002,25532870
UGA,2001,24745676
UGA,2000,24000150
UGA,1999,23257281
UGA,1998,22515806
UGA,1997,21856046
UGA,1996,21231550
UGA,1995,20665667
UGA,1994,20108801
UGA,1993,19445161
UGA,1992,18785032
UGA,1991,18155901
UGA,1990,17569897
BRN,2023,458949
BRN,2022,455370
BRN,2021,451721
BRN,2020,447404
BRN,2019,442680
BRN,2018,437810
BRN,2017,432772
BRN,2016,427564
BRN,2015,422212
BRN,2014,416750
BRN,2013,411202
BRN,2012,405557
BRN,2011,399389
BRN,2010,392332
BRN,2009,384952
BRN,2008,377793
BRN,2007,370873
BRN,2006,364663
BRN,2005,358916
BRN,2004,352911
BRN,2003,346637
BRN,2002,340099
BRN,2001,333345
BRN,2000,326424
BRN,1999,319411
BRN,1998,312385
BRN,1997,305341
BRN,1996,298276
BRN,1995,291195
BRN,1994,284091
BRN,1993,276971
BRN,1992,269839
BRN,1991,262596
BRN,1990,255292
KWT,2023,4853420
KWT,2022,4589643
KWT,2021,4360865
KWT,2020,4400267
KWT,2019,4442316
KWT,2018,4323515
KWT,2017,4154812
KWT,2016,4004096
KWT,2015,3834574
KWT,2014,3665876
KWT,2013,3507844
KWT,2012,3337109
KWT,2011,3132814
KWT,2010,2943372
KWT,2009,2795484
KWT,2008,2651421
KWT,2007,2507887
KWT,2006,2364733
KWT,2005,2236788
KWT,2004,2157320
KWT,2003,2109881
KWT,2002,2059974
KWT,2001,2008121
KWT,2000,1954709
KWT,1999,1900030
KWT,1998,1844302
KWT,1997,1787683
KWT,1996,1730246
KWT,1995,1681513
KWT,1994,1664361
KWT,1993,1672151
KWT,1992,1634961
KWT,1991,1351399
KWT,1990,1684819
SYR,2023,23594623
SYR,2022,22462173
SYR,2021,21628839
SYR,2020,21049429
SYR,2019,20353534
SYR,2018,19577845
SYR,2017,19224668
SYR,2016,19193834
SYR,2015,19424618
SYR,2014,20273659
SYR,2013,21666917
SYR,2012,22759763
SYR,2011,22878098
SYR,2010,22482421
SYR,2009,21976969
SYR,2008,21636564
SYR,2007,20884125
SYR,2006,19637022
SYR,2005,18814091
SYR,2004,18336875
SYR,2003,17889296
SYR,2002,17468332
SYR,2001,17051338
SYR,2000,16637888
SYR,1999,16228061
SYR,1998,15820413
SYR,1997,15417542
SYR,1996,15018104
SYR,1995,14616801
SYR,1994,14208583
SYR,1993,13795686
SYR,1992,13385571
SYR,1991,12980821
SYR,1990,12579208
VIR,2023,104917
VIR,2022,105413
VIR,2021,105870
VIR,2020,106290
VIR,2019,106669
VIR,2018,107001
VIR,2017,107281
VIR,2016,107516
VIR,2015,107712
VIR,2014,107882
VIR,2013,108041
VIR,2012,108188
VIR,2011,108290
VIR,2010,108357
VIR,2009,108404
VIR,2008,108397
VIR,2007,108337
VIR,2006,108369
VIR,2005,108453
VIR,2004,108466
VIR,2003,108505
VIR,2002,108509
VIR,2001,108549
VIR,2000,108642
VIR,1999,108599
VIR,1998,108537
VIR,1997,108357
VIR,1996,108095
VIR,1995,107818
VIR,1994,107318
VIR,1993,106578
VIR,1992,105712
VIR,1991,104807
VIR,1990,103963
MKD,2023,1827816
MKD,2022,1831712
MKD,2021,1837114
MKD,2020,1856124
MKD,2019,1876262
MKD,2018,1889051
MKD,2017,1898657
MKD,2016,1906313
MKD,2015,1912430
MKD,2014,1917557
MKD,2013,1922716
MKD,2012,1929821
MKD,2011,1937398
MKD,2010,1946298
MKD,2009,1958782
MKD,2008,1971493
MKD,2007,1982933
MKD,2006,1994287
MKD,2005,2005330
MKD,2004,2016186
MKD,2003,2022725
MKD,2002,2020157
MKD,2001,2034882
MKD,2000,2026350
MKD,1999,2017142
MKD,1998,2007523
MKD,1997,1996869
MKD,1996,2012553
MKD,1995,1998534
MKD,1994,1992666
MKD,1993,2006854
MKD,1992,2032523
MKD,1991,2055994
MKD,1990,2063689
PNG,2023,10389635
PNG,2022,10203169
PNG,2021,10012896
PNG,2020,9815746
PNG,2019,9609010
PNG,2018,9394513
PNG,2017,9178714
PNG,2016,8961718
PNG,2015,8743246
PNG,2014,8523441
PNG,2013,8302698
PNG,2012,8081390
PNG,2011,7859346
PNG,2010,7633523
PNG,2009,7406438
PNG,2008,7183002
PNG,2007,6963345
PNG,2006,6747720
PNG,2005,6535905
PNG,2004,6328041
PNG,2003,6123997
PNG,2002,5924003
PNG,2001,5728435
PNG,2000,5537064
PNG,1999,5349333
PNG,1998,5166390
PNG,1997,4987883
PNG,1996,4813361
PNG,1995,4644278
PNG,1994,4480208
PNG,1993,4320872
PNG,1992,4166699
PNG,1991,4021837
PNG,1990,3896481
YEM,2023,39390799
YEM,2022,38222876
YEM,2021,37140230
YEM,2020,36134863
YEM,2019,35111408
YEM,2018,34085182
YEM,2017,33090921
YEM,2016,32109010
YEM,2015,31159379
YEM,2014,30226309
YEM,2013,29312952
YEM,2012,28433647
YEM,2011,27582897
YEM,2010,26754387
YEM,2009,25927724
YEM,2008,25111941
YEM,2007,24318082
YEM,2006,23543083
YEM,2005,22790085
YEM,2004,22095167
YEM,2003,21456379
YEM,2002,20835086
YEM,2001,20226147
YEM,2000,19624141
YEM,1999,19029420
YEM,1998,18446013
YEM,1997,17873936
YEM,1996,17313177
YEM,1995,16740058
YEM,1994,16149147
YEM,1993,15563914
YEM,1992,14989494
YEM,1991,14430201
YEM,1990,13887862
BGD,2023,171466990
BGD,2022,169384897
BGD,2021,167658854
BGD,2020,166298024
BGD,2019,164913055
BGD,2018,163523103
BGD,2017,162186147
BGD,2016,160811932
BGD,2015,159383179
BGD,2014,157964929
BGD,2013,156532141
BGD,2012,155070101
BGD,2011,153591076
BGD,2010,152201981
BGD,2009,150873714
BGD,2008,149474264
BGD,2007,147989278
BGD,2006,146405973
BGD,2005,144715786
BGD,2004,142902856
BGD,2003,140970351
BGD,2002,138933658
BGD,2001,136805810
BGD,2000,134544304
BGD,1999,132108065
BGD,1998,129622332
BGD,1997,127198069
BGD,1996,124862179
BGD,1995,122600370
BGD,1994,120343179
BGD,1993,118132360
BGD,1992,115952192
BGD,1991,113787109
BGD,1990,111633717
CMR,2023,28372687
CMR,2022,27632771
CMR,2021,26915758
CMR,2020,26210558
CMR,2019,25506095
CMR,2018,24806383
CMR,2017,24128601
CMR,2016,23454161
CMR,2015,22763414
CMR,2014,22059893
CMR,2013,21402376
CMR,2012,20809529
CMR,2011,20232304
CMR,2010,19668066
CMR,2009,19113974
CMR,2008,18574056
CMR,2007,18049896
CMR,2006,17550407
CMR,2005,17074594
CMR,2004,16610487
CMR,2003,16160340
CMR,2002,15725528
CMR,2001,15309490
CMR,2000,14912631
CMR,1999,14525140
CMR,1998,14144860
CMR,1997,13775214
CMR,1996,13414757
CMR,1995,13058516
CMR,1994,12704903
CMR,1993,12353131
CMR,1992,12006353
CMR,1991,11667180
CMR,1990,11331821
GUM,2023,166506
GUM,2022,165180
GUM,2021,163730
GUM,2020,162158
GUM,2019,161808
GUM,2018,162679
GUM,2017,163490
GUM,2016,164233
GUM,2015,164905
GUM,2014,165486
GUM,2013,165966
GUM,2012,166331
GUM,2011,166543
GUM,2010,166522
GUM,2009,166173
GUM,2008,165693
GUM,2007,165267
GUM,2006,164839
GUM,2005,164365
GUM,2004,163810
GUM,2003,163137
GUM,2002,162315
GUM,2001,161329
GUM,2000,160065
GUM,1999,158289
GUM,1998,156237
GUM,1997,154215
GUM,1996,152169
GUM,1995,150054
GUM,1994,147868
GUM,1993,145654
GUM,1992,143393
GUM,1991,141073
GUM,1990,138610
MWI,2023,21104482
MWI,2022,20568728
MWI,2021,20047258
MWI,2020,19533888
MWI,2019,19025752
MWI,2018,18528081
MWI,2017,18039715
MWI,2016,17557739
MWI,2015,17085587
MWI,2014,16621538
MWI,2013,16161816
MWI,2012,15709577
MWI,2011,15265022
MWI,2010,14826463
MWI,2009,14395788
MWI,2008,13976417
MWI,2007,13576343
MWI,2006,13198701
MWI,2005,12840031
MWI,2004,12500737
MWI,2003,12181574
MWI,2002,11880440
MWI,2001,11593058
MWI,2000,11315942
MWI,1999,11047804
MWI,1998,10792876
MWI,1997,10562035
MWI,1996,10352228
MWI,1995,10150117
MWI,1994,10164894
MWI,1993,10284024
MWI,1992,10135079
MWI,1991,9844227
MWI,1990,9545852
PRY,2023,6844146
PRY,2022,6760464
PRY,2021,6684182
PRY,2020,6603739
PRY,2019,6515058
PRY,2018,6427382
PRY,2017,6338660
PRY,2016,6249126
PRY,2015,6159103
PRY,2014,6069811
PRY,2013,5982445
PRY,2012,5897008
PRY,2011,5814626
PRY,2010,5737971
PRY,2009,5671236
PRY,2008,5613574
PRY,2007,5559386
PRY,2006,5505148
PRY,2005,5448097
PRY,2004,5388175
PRY,2003,5326436
PRY,2002,5261328
PRY,2001,5187689
PRY,2000,5100868
PRY,1999,5003135
PRY,1998,4900025
PRY,1997,4794412
PRY,1996,4687543
PRY,1995,4579806
PRY,1994,4471417
PRY,1993,4362696
PRY,1992,4253600
PRY,1991,4144364
PRY,1990,4035747
SUR,2023,628886
SUR,2022,623164
SUR,2021,617896
SUR,2020,612317
SUR,2019,605768
SUR,2018,599513
SUR,2017,593713
SUR,2016,587757
SUR,2015,581627
SUR,2014,575373
SUR,2013,569020
SUR,2012,562633
SUR,2011,556269
SUR,2010,549923
SUR,2009,543568
SUR,2008,537245
SUR,2007,531016
SUR,2006,524997
SUR,2005,519313
SUR,2004,513923
SUR,2003,506414
SUR,2002,496551
SUR,2001,486560
SUR,2000,476643
SUR,1999,466916
SUR,1998,457406
SUR,1997,448067
SUR,1996,438830
SUR,1995,429606
SUR,1994,422375
SUR,1993,419352
SUR,1992,417589
SUR,1991,415013
SUR,1990,412493
ARG,2023,45538401
ARG,2022,45407904
ARG,2021,45312281
ARG,2020,45191965
ARG,2019,44973465
ARG,2018,44654882
ARG,2017,44288894
ARG,2016,43900313
ARG,2015,43477012
ARG,2014,43024071
ARG,2013,42582455
ARG,2012,42161721
ARG,2011,41730660
ARG,2010,41288694
ARG,2009,40854831
ARG,2008,40424148
ARG,2007,40016763
ARG,2006,39622115
ARG,2005,39216789
ARG,2004,38815916
ARG,2003,38424282
ARG,2002,38029349
ARG,2001,37624825
ARG,2000,37213984
ARG,1999,36794682
ARG,1998,36372860
ARG,1997,35947791
ARG,1996,35513793
ARG,1995,35070020
ARG,1994,34613491
ARG,1993,34152717
ARG,1992,33693527
ARG,1991,33230294
ARG,1990,32755901
ASM,2023,47521
ASM,2022,48342
ASM,2021,49225
ASM,2020,49761
ASM,2019,50209
ASM,2018,50908
ASM,2017,51586
ASM,2016,52245
ASM,2015,52878
ASM,2014,53466
ASM,2013,54006
ASM,2012,54489
ASM,2011,54895
ASM,2010,55228
ASM,2009,55528
ASM,2008,55828
ASM,2007,56113
ASM,2006,56374
ASM,2005,56617
ASM,2004,56818
ASM,2003,56971
ASM,2002,57062
ASM,2001,57053
ASM,2000,56855
ASM,1999,56248
ASM,1998,55334
ASM,1997,54362
ASM,1996,53353
ASM,1995,52316
ASM,1994,51251
ASM,1993,50159
ASM,1992,49038
ASM,1991,47882
ASM,1990,46640
BWA,2023,2480244
BWA,2022,2439892
BWA,2021,2401441
BWA,2020,2365894
BWA,2019,2332083
BWA,2018,2299141
BWA,2017,2266747
BWA,2016,2234776
BWA,2015,2203273
BWA,2014,2172044
BWA,2013,2140682
BWA,2012,2108617
BWA,2011,2073535
BWA,2010,2033111
BWA,2009,1990673
BWA,2008,1949970
BWA,2007,1911201
BWA,2006,1874516
BWA,2005,1839877
BWA,2004,1807146
BWA,2003,1775736
BWA,2002,1744763
BWA,2001,1712254
BWA,2000,1677382
BWA,1999,1641997
BWA,1998,1606899
BWA,1997,1571691
BWA,1996,1535914
BWA,1995,1498836
BWA,1994,1460023
BWA,1993,1420115
BWA,1992,1380033
BWA,1991,1341756
BWA,1990,1305696
CUW,2023,155800
CUW,2022,149996
CUW,2021,152369
CUW,2020,154947
CUW,2019,157441
CUW,2018,159336
CUW,2017,160175
CUW,2016,159664
CUW,2015,157980
CUW,2014,155909
CUW,2013,153822
CUW,2012,152088
CUW,2011,150831
CUW,2010,148703
CUW,2009,146833
CUW,2008,145880
CUW,2007,144056
CUW,2006,141239
CUW,2005,137658
CUW,2004,134192
CUW,2003,131897
CUW,2002,129205
CUW,2001,129047
CUW,2000,133860
CUW,1999,139428
CUW,1998,144472
CUW,1997,146956
CUW,1996,146306
CUW,1995,145139
CUW,1994,144630
CUW,1993,144299
CUW,1992,143912
CUW,1991,144403
CUW,1990,145400
GHA,2023,33787914
GHA,2022,33149152
GHA,2021,32518665
GHA,2020,31887809
GHA,2019,31258945
GHA,2018,30637585
GHA,2017,30008354
GHA,2016,29356742
GHA,2015,28696068
GHA,2014,28041592
GHA,2013,27386193
GHA,2012,26734268
GHA,2011,26095088
GHA,2010,25474995
GHA,2009,24862664
GHA,2008,24249946
GHA,2007,23642279
GHA,2006,23040702
GHA,2005,22449438
GHA,2004,21868298
GHA,2003,21296705
GHA,2002,20729388
GHA,2001,20167069
GHA,2000,19637087
GHA,1999,19149864
GHA,1998,18688036
GHA,1997,18238958
GHA,1996,17810181
GHA,1995,17399017
GHA,1994,16993190
GHA,1993,16589519
GHA,1992,16184855
GHA,1991,15787496
GHA,1990,15394648
MCO,2023,38956
MCO,2022,38931
MCO,2021,38527
MCO,2020,38050
MCO,2019,38109
MCO,2018,38154
MCO,2017,37678
MCO,2016,37276
MCO,2015,36757
MCO,2014,36128
MCO,2013,35447
MCO,2012,34711
MCO,2011,33946
MCO,2010,33163
MCO,2009,32364
MCO,2008,31836
MCO,2007,31837
MCO,2006,32057
MCO,2005,32210
MCO,2004,32307
MCO,2003,32374
MCO,2002,32422
MCO,2001,32447
MCO,2000,32455
MCO,1999,32410
MCO,1998,32267
MCO,1997,32063
MCO,1996,31837
MCO,1995,31609
MCO,1994,31375
MCO,1993,31136
MCO,1992,30887
MCO,1991,30625
MCO,1990,30358
MOZ,2023,33635160
MOZ,2022,32656246
MOZ,2021,31707800
MOZ,2020,30783688
MOZ,2019,29884380
MOZ,2018,29018644
MOZ,2017,28166393
MOZ,2016,27337105
MOZ,2015,26547572
MOZ,2014,25788475
MOZ,2013,25051611
MOZ,2012,24337846
MOZ,2011,23649039
MOZ,2010,22999235
MOZ,2009,22391745
MOZ,2008,21819036
MOZ,2007,21287635
MOZ,2006,20787087
MOZ,2005,20304569
MOZ,2004,19840313
MOZ,2003,19392475
MOZ,2002,18958338
MOZ,2001,18537729
MOZ,2000,18129653
MOZ,1999,17734506
MOZ,1998,17340464
MOZ,1997,16949982
MOZ,1996,16492480
MOZ,1995,15960530
MOZ,1994,15033853
MOZ,1993,14051192
MOZ,1992,13613316
MOZ,1991,13352090
MOZ,1990,13094537
VNM,2023,100352192
VNM,2022,99680655
VNM,2021,98935098
VNM,2020,98079191
VNM,2019,97173776
VNM,2018,96237319
VNM,2017,95176977
VNM,2016,94000117
VNM,2015,92823254
VNM,2014,91679578
VNM,2013,90573104
VNM,2012,89510356
VNM,2011,88468314
VNM,2010,87455152
VNM,2009,86460018
VNM,2008,85175788
VNM,2007,83633375
VNM,2006,82167897
VNM,2005,81088313
VNM,2004,80338971
VNM,2003,79563777
VNM,2002,78772224
VNM,2001,77969361
VNM,2000,77154011
VNM,1999,76287452
VNM,1998,75299660
VNM,1997,74226889
VNM,1996,73156447
VNM,1995,72049940
VNM,1994,70854391
VNM,1993,69586384
VNM,1992,68260337
VNM,1991,66891775
VNM,1990,65504552
TUV,2023,9816
TUV,2022,9992
TUV,2021,10194
TUV,2020,10399
TUV,2019,10581
TUV,2018,10751
TUV,2017,10869
TUV,2016,10930
TUV,2015,10963
TUV,2014,10984
TUV,2013,11001
TUV,2012,10934
TUV,2011,10780
TUV,2010,10614
TUV,2009,10461
TUV,2008,10321
TUV,2007,10182
TUV,2006,10056
TUV,2005,9940
TUV,2004,9816
TUV,2003,9695
TUV,2002,9623
TUV,2001,9586
TUV,2000,9544
TUV,1999,9496
TUV,1998,9451
TUV,1997,9400
TUV,1996,9342
TUV,1995,9280
TUV,1994,9207
TUV,1993,9126
TUV,1992,9038
TUV,1991,8928
TUV,1990,8798
CPV,2023,522331
CPV,2022,519741
CPV,2021,516649
CPV,2020,514679
CPV,2019,514104
CPV,2018,513415
CPV,2017,512893
CPV,2016,512554
CPV,2015,512394
CPV,2014,512326
CPV,2013,512225
CPV,2012,511955
CPV,2011,511447
CPV,2010,509784
CPV,2009,506141
CPV,2008,501355
CPV,2007,496190
CPV,2006,490728
CPV,2005,485115
CPV,2004,479370
CPV,2003,473383
CPV,2002,467046
CPV,2001,460293
CPV,2000,453317
CPV,1999,446519
CPV,1998,439784
CPV,1997,432798
CPV,1996,425581
CPV,1995,418104
CPV,1994,410228
CPV,1993,401965
CPV,1992,393415
CPV,1991,384586
CPV,1990,375428
AND,2023,80856
AND,2022,79705
AND,2021,78364
AND,2020,77380
AND,2019,76474
AND,2018,75162
AND,2017,73763
AND,2016,72181
AND,2015,72174
AND,2014,73737
AND,2013,75194
AND,2012,76834
AND,2011,77783
AND,2010,80706
AND,2009,83888
AND,2008,83495
AND,2007,81877
AND,2006,79585
AND,2005,77421
AND,2004,74325
AND,2003,69486
AND,2002,66506
AND,2001,65852
AND,2000,65685
AND,1999,65710
AND,1998,65382
AND,1997,64700
AND,1996,63984
AND,1995,63912
AND,1994,64612
AND,1993,63272
AND,1992,60200
AND,1991,56667
AND,1990,52597
KEN,2023,55339003
KEN,2022,54252461
KEN,2021,53219166
KEN,2020,52217334
KEN,2019,51202827
KEN,2018,50207107
KEN,2017,49197766
KEN,2016,48139687
KEN,2015,47088526
KEN,2014,46051440
KEN,2013,44986791
KEN,2012,43888303
KEN,2011,42758461
KEN,2010,41598567
KEN,2009,40408891
KEN,2008,39206351
KEN,2007,38036349
KEN,2006,36904008
KEN,2005,35796484
KEN,2004,34713455
KEN,2003,33652223
KEN,2002,32629808
KEN,2001,31619170
KEN,2000,30642890
KEN,1999,29733408
KEN,1998,28888057
KEN,1997,28101768
KEN,1996,27344211
KEN,1995,26601751
KEN,1994,25857130
KEN,1993,25117188
KEN,1992,24382460
KEN,1991,23646514
KEN,1990,22892651
SLB,2023,800005
SLB,2022,781066
SLB,2021,762591
SLB,2020,744498
SLB,2019,728147
SLB,2018,709101
SLB,2017,685672
SLB,2016,662379
SLB,2015,639415
SLB,2014,616908
SLB,2013,594945
SLB,2012,573606
SLB,2011,552945
